praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
37.9,2.27,32.5,319.0,59.9,59.4,72.3,1018.0,1.0,1.91,1.01
24.4,1.1,24.8,22.7,15.5,15.5,15.4,325.0,1.0,1.0,2.35
35.2,1.12,17.3,241.0,46.6,9.73,19.6,331.0,1.0,1.64,1.0
31.1,1.61,23.9,26.4,9.14,6.44,15.7,453.0,1.12,71.0,1.06
39.2,1.0,28.4,22.3,3.43,10.0,14.5,255.0,2.37,34.6,1.1
2.74,1.01,22.9,21.3,11.1,1.73,15.1,322.0,1.0,2.48,1.79
33.7,1.37,9.56,204.0,31.3,7.77,14.9,403.0,1.0,12.6,2.48
47.4,1.01,23.7,24.1,11.8,16.1,18.9,343.0,1.0,18.6,16.4
34.6,1.33,79.1,178.0,50.5,4.61,16.8,644.0,1.0,349.0,1.0
38.9,1.5,20.4,25.7,17.8,15.0,16.8,375.0,12.7,237.0,12.6
64.4,1.0,25.7,123.0,31.9,10.6,19.1,316.0,1.0,1.0,1.0
32.5,6.32,38.2,21.7,3.72,41.0,48.7,649.0,1.0,6.73,1.27
34.0,1.0,23.7,32.5,21.3,3.65,25.9,300.0,1.0,5.57,1.42
22.3,1.04,5.94,9.14,7.57,24.6,25.7,414.0,1.08,1.0,1.89
129.0,1.01,37.5,34.0,35.9,21.1,28.9,274.0,2.02,8.35,1.35
21.3,3.08,17.9,151.0,31.9,16.4,19.3,362.0,2.29,25.5,6.92
42.6,1.0,18.8,181.0,30.8,22.7,28.6,311.0,1.0,1.49,1.0
71.0,2.37,20.4,28.1,8.06,106.0,103.0,313.0,1.0,1.01,1.61
8.06,1.84,61.0,547.0,157.0,5.33,16.3,289.0,1.0,5.19,1.0
17.9,1.45,28.4,17.3,12.2,22.9,30.5,422.0,1.0,2.71,1.01
101.0,1.01,22.9,20.0,11.7,107.0,125.0,2458.0,1.0,1.0,1.0
35.2,1.0,17.8,26.4,7.77,7.91,18.8,389.0,1.76,43.3,4.14
18.1,1.13,10.9,244.0,27.4,30.5,33.1,286.0,1.0,1.0,1.5
35.2,1.47,84.3,196.0,43.7,15.3,23.9,340.0,1.0,121.0,1.76
37.5,1.38,16.5,28.1,11.4,4.07,18.3,403.0,1.0,50.9,2.17
106.0,1.0,24.1,26.2,24.1,6.73,16.1,355.0,1.0,80.6,1.0
29.7,1.89,27.1,30.5,20.5,4.49,20.2,407.0,1.0,1.01,1.0
24.6,1.78,72.3,449.0,141.0,15.0,13.9,289.0,1.0,2.04,1.93
33.1,1.0,25.0,27.6,21.5,13.3,16.7,269.0,1.0,1.83,2.76
48.7,1.0,48.3,97.3,24.4,8.66,12.6,289.0,1.0,5.88,1.64
36.8,1.01,15.4,15.5,4.29,30.8,39.2,757.0,1.0,195.0,3.05
250.0,1.01,20.0,44.5,17.9,27.6,39.6,626.0,1.84,1.0,1.32
95.6,1.0,10.5,22.5,23.5,4.7,11.4,445.0,1.86,31.3,2.37
55.2,1.01,11.4,215.0,47.0,16.8,18.8,375.0,1.0,1.0,2.09
11.2,3.05,26.7,26.4,13.0,8.66,11.7,453.0,1.0,4.18,1.0
7.17,1.01,2.76,15.5,4.57,7.23,16.8,355.0,1.0,1.01,1.46
38.5,1.0,35.5,60.4,44.1,7.84,7.3,286.0,1.0,4.53,2.13
24.6,1.3,41.8,215.0,91.4,34.9,34.6,284.0,1.0,12.2,1.72
53.8,1.0,23.7,101.0,22.1,3.02,15.3,352.0,1.0,2.09,1.0
83.5,1.01,30.8,23.1,15.0,71.7,73.0,947.0,1.0,17.2,1.76
118.0,2.46,36.5,66.1,8.66,7.5,50.9,704.0,1.0,1208.0,1.76
43.3,1.09,17.0,17.6,1.0,4.07,46.6,135.0,1.0,1.0,2.44
34.9,1.02,21.7,12.3,7.5,29.7,35.2,294.0,1.0,1.36,1.32
37.9,1.0,9.56,229.0,29.2,131.0,123.0,843.0,1.0,286.0,2.53
33.1,1.01,28.6,343.0,84.3,6.26,7.64,300.0,1.0,129.0,1.45
25.5,1.01,40.3,392.0,115.0,18.9,25.3,359.0,1.0,14.7,1.0
31.6,1.02,9.73,13.3,11.4,58.8,64.4,890.0,1.0,25.3,1.08
32.8,1.7,17.9,130.0,37.5,23.1,21.9,308.0,1.0,1.0,3.43
26.7,2.23,9.82,118.0,21.1,4.57,10.7,667.0,3.13,322.0,7.1
44.9,1.0,9.14,147.0,28.6,28.1,32.2,316.0,7.17,392.0,10.3
79.9,20.5,36.5,18.9,13.9,16.7,19.3,343.0,1.0,1999.0,2.0
35.2,1.03,22.7,26.9,10.4,7.7,13.7,281.0,11.9,1.41,1.0
9.73,1.01,15.5,26.9,9.82,9.14,14.3,292.0,1.0,1.0,1.0
36.5,2.25,17.0,27.6,8.9,91.4,120.0,1358.0,1.0,6.26,2.92
14.5,1.95,22.1,106.0,22.7,69.2,74.3,1407.0,1.0,6.1,2.05
181.0,1.01,25.9,22.7,23.7,20.5,38.2,621.0,1.0,1.0,2.31
21.1,1.37,16.4,161.0,16.4,4.66,10.4,379.0,1.0,107.0,1.58
217.0,1.27,25.3,18.9,15.7,77.0,95.6,1286.0,1.0,2.09,1.0
44.5,1.1,18.4,21.5,1.17,31.6,28.6,858.0,1.0,108.0,2.31
29.7,1.26,17.9,137.0,42.6,23.3,41.8,626.0,1.0,1.0,1.0
111.0,1.26,33.7,29.4,14.6,3.34,12.0,213.0,1.0,7.5,4.7
45.7,1.0,29.2,150.0,36.8,65.5,93.1,1999.0,1.0,4.37,1.95
15.4,1.95,20.5,235.0,25.0,17.0,27.1,403.0,1.0,10.6,1.5
39.2,1.0,22.9,15.4,6.61,23.5,21.7,325.0,1.91,1.01,1.0
36.5,3.52,25.0,69.8,8.35,13.2,25.0,328.0,1.12,289.0,1.41
36.2,1.01,17.6,21.3,20.0,10.2,14.5,286.0,2.09,165.0,1.0
62.6,3.08,9.82,155.0,40.3,23.3,30.2,457.0,1.7,8.9,1.76
132.0,7.43,16.8,173.0,48.7,6.73,9.73,337.0,1.0,4.41,2.48
12.6,6.04,17.3,35.9,29.4,82.0,105.0,1685.0,1.0,2.59,2.39
223.0,1.01,16.1,213.0,33.7,17.9,23.5,331.0,15.7,26.4,3.96
38.9,1.21,27.6,44.1,13.3,14.9,28.1,372.0,2.46,105.0,3.72
45.7,2.09,13.9,89.0,24.8,77.0,79.9,1084.0,1.22,1.0,1.0
23.7,1.0,26.7,29.7,6.98,1715.0,1715.0,1197.0,2.09,30.8,2.64
41.4,1.0,24.6,14.7,16.0,6.04,12.3,246.0,2.48,1.25,1.79
47.0,1.19,26.7,35.9,43.3,34.6,41.0,704.0,1.09,279.0,1.0
22.9,1.22,30.0,13.3,15.5,18.3,25.7,379.0,1.0,1.01,1.47
36.8,1.0,24.8,26.9,14.1,22.5,22.7,289.0,1.38,478.0,12.3
44.1,1.0,8.28,10.7,12.1,12.3,21.7,355.0,1.0,1.76,1.25
42.2,1.0,18.8,24.1,19.1,7.91,10.6,368.0,1.0,1.0,1.6
24.1,2.62,34.9,141.0,36.5,45.7,51.4,799.0,1.0,12.5,1.83
101.0,1.73,27.6,40.7,10.8,7.99,11.8,325.0,1.0,18.4,1.42
29.4,1.01,16.1,164.0,15.3,59.4,75.7,1124.0,9.65,1.0,1.2
12.7,1.46,26.7,34.3,19.6,13.9,11.4,284.0,3.43,9.06,2.35
32.2,1.01,26.4,21.1,20.4,21.5,21.9,359.0,1.0,28.9,1.0
125.0,7.17,33.1,57.3,24.8,105.0,106.0,1334.0,1.0,1.0,1.84
68.5,25.0,21.9,153.0,28.6,97.3,136.0,2148.0,1.0,1.45,1.64
26.9,1.0,20.7,91.4,37.2,4.18,19.3,562.0,1.0,164.0,1.89
29.4,1.83,27.1,19.5,38.9,20.7,18.3,219.0,1.0,30.2,1.83
28.1,1.63,45.3,37.2,32.8,18.6,20.5,343.0,1.0,1.3,1.39
35.9,1.19,28.1,34.0,18.9,10.6,13.2,237.0,1.0,1.01,1.27
26.9,2.0,16.0,59.9,16.7,67.3,76.4,1843.0,3.92,16.7,25.5
37.9,1.15,21.3,10.7,16.5,18.8,27.6,286.0,4.49,1.0,2.79
36.2,1.0,23.5,26.2,6.38,63.8,95.6,1568.0,1.0,75.7,1.0
36.5,1.98,20.7,146.0,35.5,21.3,24.8,308.0,9.56,7.99,4.37
20.0,1.01,19.1,18.4,2.59,15.7,20.7,349.0,1.0,1.0,1.25
21.9,1.0,19.3,139.0,24.1,14.3,23.9,835.0,1.06,28.1,1.83
67.9,1.0,17.8,130.0,25.0,7.37,15.3,311.0,1.31,10.0,1.0
28.9,1.32,28.1,297.0,38.9,4.07,10.0,426.0,1.0,1.0,1.01
16.3,36.8,30.2,35.2,9.82,20.7,37.5,1134.0,1.0,1.0,1.81
61.5,1.01,20.5,17.5,8.28,47.4,51.9,1144.0,17.5,2267.0,15.5
19.5,2.92,28.9,151.0,42.2,3.52,23.1,426.0,1.0,12.0,1.45
215.0,8.9,19.5,96.5,21.7,49.6,56.2,1134.0,1.15,2.17,1.55
28.9,2.94,25.3,22.9,17.9,95.6,105.0,1981.0,4.1,1.0,3.92
50.5,1.0,27.6,31.6,23.9,83.5,99.1,1382.0,43.3,379.0,14.5
46.6,1.57,4.37,1.49,382.0,20.5,38.5,483.0,1.0,1.0,1.01
8.06,1.0,15.1,164.0,32.5,6.49,11.9,204.0,1.0,1.01,1.3
24.6,1.11,6.73,14.5,29.7,7.3,18.1,313.0,1.0,1.03,1.3
27.9,1.61,4.66,7.84,17.3,2.57,9.31,737.0,2.94,340.0,5.67
40.0,1.01,16.3,136.0,11.4,18.1,21.9,334.0,10.1,1611.0,17.0
189.0,15.4,14.2,331.0,50.9,4.87,17.2,346.0,12.0,135.0,12.2
26.7,1.0,11.5,179.0,46.1,2.46,7.64,257.0,1.0,122.0,1.0
1.0,1.45,10.1,14.6,13.2,13.6,10.4,279.0,1.0,11.7,1.31
56.2,1.0,28.1,97.3,38.9,19.6,18.4,257.0,1.0,1.0,2.53
64.4,3.13,44.9,147.0,35.2,4.83,1.08,101.0,1.0,1.0,1.47
75.0,1.01,25.7,48.3,15.8,15.3,22.3,355.0,1.0,1.01,1.2
129.0,1.68,41.0,39.6,13.3,6.15,18.8,461.0,8.58,219.0,6.79
5.28,1.01,4.37,10.3,13.9,4.18,23.1,621.0,1.0,1.0,1.95
25.7,2.09,48.3,85.1,34.3,11.3,13.8,255.0,1.0,1.67,1.0
49.6,1.01,30.2,47.4,19.8,18.3,16.5,331.0,1.0,1.01,1.13
42.6,2.25,67.9,505.0,149.0,18.4,28.9,334.0,1.0,9.39,1.26
20.5,2.59,16.5,89.8,23.1,37.2,39.2,328.0,1.0,1.0,1.95
37.2,2.62,8.58,17.9,13.7,63.8,75.7,1208.0,1.0,102.0,1.24
33.1,1.0,5.88,149.0,27.6,10.7,22.3,573.0,17.2,91.4,7.17
22.5,1.72,20.5,112.0,31.1,3.22,7.1,346.0,1.0,1.0,2.92
49.1,1.0,23.5,95.6,26.9,15.5,28.1,269.0,1.0,1.0,1.17
34.0,3.55,22.9,30.5,8.51,85.1,103.0,1715.0,1.0,3.55,1.21
49.6,1.09,27.6,21.9,7.84,10.6,15.4,204.0,1.0,1.45,1.0
77.7,2.0,10.7,331.0,45.7,15.5,20.0,276.0,1.0,1.0,1.81
31.6,2.89,25.3,92.2,22.9,5.67,8.74,264.0,14.5,264.0,1.12
47.8,1.95,14.3,94.7,26.4,29.7,30.2,389.0,1.0,15.5,1.72
31.6,2.69,21.7,16.7,2.05,4.41,26.9,389.0,1.0,233.0,1.47
41.0,1.7,26.7,18.3,10.6,36.8,33.4,264.0,1.0,5.83,1.33
16.7,2.39,30.5,34.3,40.7,13.9,13.9,308.0,1.0,1.0,1.0
16.8,2.37,18.3,217.0,64.9,5.05,14.2,542.0,1.0,1.0,1.03
104.0,1.0,18.4,56.2,10.4,10.1,13.9,262.0,1.0,1.0,2.37
29.2,2.09,30.5,58.8,46.6,42.2,48.3,851.0,9.39,193.0,1.08
40.3,1.22,16.0,164.0,30.8,23.3,32.5,483.0,1.73,1.0,2.02
41.0,1.0,11.5,122.0,31.6,35.2,31.1,392.0,2.31,319.0,1.32
54.2,1.0,12.2,108.0,36.8,81.3,118.0,1928.0,3.72,26.4,1.0
26.4,1.01,12.7,101.0,25.9,21.9,30.5,392.0,13.3,2996.0,18.9
34.9,2.15,15.0,23.3,3.55,56.2,73.7,1037.0,1.0,3.79,1.63
34.0,2.29,12.0,25.9,8.43,53.8,85.1,1346.0,1.0,3.19,2.19
25.9,1.65,26.9,161.0,26.2,11.7,28.6,764.0,1.0,1.0,1.17
75.0,1.0,17.9,204.0,46.6,6.21,10.7,297.0,1.0,9.91,1.0
4.14,1.32,18.4,18.6,15.0,7.5,9.39,334.0,1.75,1.0,1.55
117.0,6.92,21.9,23.3,12.5,80.6,110.0,1999.0,1.0,1.18,1.58
35.9,2.81,15.4,138.0,42.6,15.7,20.0,319.0,1.15,1.0,3.13
89.8,2.23,16.8,173.0,23.9,11.0,13.6,253.0,1.0,157.0,1.43
13.9,2.48,66.1,264.0,95.6,8.98,11.9,362.0,1.83,14.3,1.37
44.9,1.31,31.1,55.7,31.9,8.58,13.5,500.0,2.46,4.83,1.15
24.4,4.22,13.8,77.0,40.7,24.6,24.8,372.0,1.0,147.0,1.41
9.39,4.0,23.3,30.5,25.3,17.9,22.5,279.0,1.0,1.0,1.65
26.2,3.19,26.9,30.8,31.6,12.6,14.2,286.0,1.0,10.0,1.0
33.1,1.88,10.5,244.0,22.3,9.65,13.6,407.0,4.49,382.0,8.9
52.3,5.99,15.4,1.61,16.7,12.4,14.7,233.0,1.0,64.9,1.63
1.18,1.57,22.5,143.0,47.8,17.8,23.1,257.0,2.81,80.6,1.0
191.0,13.9,32.2,45.3,13.9,9.56,18.1,346.0,1.0,3.72,1.19
1.0,2.48,18.9,60.4,17.0,1.91,1.0,56.7,1.0,11.5,1.15
35.2,2.07,21.7,84.3,20.2,12.1,38.2,1928.0,1.0,6.73,1.7
77.0,1.05,24.4,15.3,1.22,18.8,31.1,352.0,1.0,153.0,4.7
9.65,1.2,84.3,21.5,80.6,4.87,11.3,583.0,1.0,202.0,2.29
44.9,2.57,87.4,599.0,168.0,33.4,44.1,1310.0,1.0,4.49,1.13
42.9,4.41,20.9,16.7,6.44,40.0,33.7,313.0,1.0,1.18,1.19
57.8,1.51,11.1,229.0,37.2,8.9,16.0,313.0,1.0,1.0,1.0
43.3,1.38,31.6,71.0,18.1,24.6,35.2,445.0,1.45,58.3,1.63
46.1,1.0,17.8,136.0,31.1,10.1,9.73,433.0,1.0,104.0,1.65
112.0,7.04,60.4,410.0,89.0,9.22,17.8,302.0,1.0,422.0,3.52
58.3,1.58,24.8,61.0,18.4,196.0,284.0,4573.0,1.0,3.49,1.53
23.7,3.34,28.9,29.4,10.9,42.2,48.3,649.0,1.0,10.5,1.76
18.1,1.0,23.1,12.6,7.43,21.3,23.5,279.0,1.0,17.9,8.66
30.5,1.01,16.8,40.3,25.0,14.1,24.6,274.0,2.79,21.7,1.36
25.5,3.16,26.7,83.5,29.2,23.5,27.1,274.0,1.0,136.0,7.3
31.1,1.3,3.59,22.9,35.5,20.0,19.6,359.0,1.0,1.0,1.38
25.3,2.25,14.7,198.0,23.5,75.0,90.6,1186.0,1.0,1.0,1.57
33.1,2.46,29.4,24.8,4.96,12.5,17.9,300.0,1.0,10.5,1.32
38.9,1.0,25.9,115.0,30.5,15.4,36.5,583.0,1.0,1.0,1.81
66.7,8.06,21.9,6.1,9.82,66.7,82.0,1009.0,1.54,90.6,1.98
44.5,5.78,14.7,108.0,30.2,5.05,11.3,281.0,1.0,308.0,1.65
56.7,1.86,4.22,6.21,20.0,4.1,26.2,437.0,1.0,6.98,1.0
40.0,1.88,20.9,13.3,19.5,17.5,23.9,346.0,1.0,2.27,1.19
26.9,2.64,12.5,178.0,29.4,5.83,6.92,281.0,1.0,1.07,1.0
16.4,9.65,25.7,37.9,14.6,24.1,25.7,355.0,1.0,1.01,1.0
139.0,6.92,15.4,115.0,16.1,7.7,17.8,474.0,2.37,9.56,1.13
35.9,5.83,25.7,28.6,12.7,28.4,30.8,334.0,1.0,1.0,4.49
50.5,1.01,19.3,13.7,16.4,19.6,20.7,281.0,1.0,1.0,1.0
31.6,1.7,21.9,26.2,16.4,26.4,32.8,279.0,1.0,4.91,1.64
51.9,1.03,89.8,542.0,150.0,18.8,25.0,281.0,3.75,1.11,1.5
39.2,1.55,19.8,155.0,15.8,14.1,18.6,316.0,1.0,1.0,2.0
54.7,1.01,18.6,250.0,38.2,22.1,20.5,325.0,1.0,1322.0,47.4
46.6,1.01,20.0,17.5,19.1,8.35,19.8,311.0,1.0,1.75,1.0
21.9,3.62,8.9,389.0,72.3,9.73,13.5,368.0,1.0,7.91,1.22
33.7,1.46,17.9,23.9,17.9,7.43,13.1,346.0,1.58,1.26,1.7
4.1,1.0,20.2,19.8,12.3,41.8,76.4,1055.0,1.0,3.52,1.76
38.9,1.6,27.4,18.1,2.05,16.7,18.9,368.0,8.2,300.0,1.11
31.1,2.5,20.5,160.0,21.3,15.4,24.6,244.0,2.81,302.0,8.58
56.2,15.1,13.8,143.0,23.5,5.88,12.0,253.0,1.0,13.7,1.0
58.3,1.0,9.91,19.5,24.1,22.7,32.2,264.0,3.59,2.81,1.43
37.9,1.01,29.4,22.9,19.8,36.8,53.3,1186.0,1.0,11.8,1.96
29.2,3.25,14.7,126.0,11.5,12.5,15.1,337.0,1.0,4.41,2.13
26.2,1.72,62.1,457.0,121.0,2.64,18.4,157.0,1.0,1.01,1.68
25.5,2.31,12.7,64.4,23.1,7.84,6.79,300.0,1.0,1.5,1.72
34.3,1.17,13.2,165.0,25.5,19.6,23.1,292.0,1.0,1.0,2.29
1.0,1.32,14.5,17.3,18.1,1.38,1.0,117.0,17.2,1811.0,6.73
29.4,2.69,8.98,109.0,43.3,8.2,16.4,233.0,1.05,6098.0,25.9
79.9,27.4,10.9,193.0,42.9,24.8,34.3,407.0,1.0,2.0,1.0
50.0,1.58,11.4,131.0,22.5,22.7,29.2,723.0,1.0,1.38,1.0
30.5,2.41,20.7,54.7,22.5,10.4,13.7,308.0,1.0,1.22,1.89
25.0,5.57,21.7,35.2,23.5,34.9,38.5,410.0,3.72,1.0,1.58
28.6,2.86,23.5,28.4,11.5,32.5,36.8,337.0,4.91,16.4,7.1
36.8,1.0,20.5,26.9,15.5,12.6,16.1,496.0,1.0,25.5,1.0
21.7,1.67,43.7,60.4,40.3,29.2,39.6,400.0,1.5,10.4,1.49
138.0,1.0,16.4,204.0,27.1,10.2,28.4,396.0,1.0,4.57,1.43
77.7,1.2,12.1,131.0,23.3,71.7,115.0,1670.0,1.0,1.0,1.15
14.6,1.37,14.3,302.0,37.9,76.4,123.0,1275.0,1.0,13.6,1.63
27.6,1.41,18.8,117.0,40.3,5.73,10.2,578.0,28.9,10.2,1.65
36.8,1.93,37.9,29.4,26.7,15.8,22.3,331.0,1.0,3.37,1.0
35.5,2.27,22.7,16.8,4.1,53.3,69.2,717.0,1.61,19.8,1.0
2.23,2.71,10.2,40.7,50.0,21.9,29.2,403.0,25.7,505.0,9.22
29.4,10.1,31.1,32.2,8.35,82.8,95.6,1582.0,8.28,3.43,1.0
130.0,47.0,9.31,157.0,31.9,33.4,54.2,685.0,1.0,8.06,1.01
2.86,1.0,21.9,319.0,59.4,11.4,17.6,375.0,1.0,18.3,1.24
50.0,6.26,10.4,117.0,34.6,12.4,15.4,207.0,2.97,167.0,3.02
38.9,1.01,31.1,27.1,26.7,4.7,31.3,331.0,1.0,1.0,1.12
10.1,1.04,9.56,219.0,53.8,14.1,19.6,433.0,1.47,1.0,1.75
11.1,1.65,25.0,14.6,1.49,76.4,83.5,1407.0,1.0,1.41,2.0
66.1,1.01,9.47,19.6,33.7,15.7,16.5,235.0,1.58,6.38,1.49
52.8,25.3,32.8,21.9,9.22,15.8,20.0,346.0,1.06,1.0,2.05
28.1,1.38,51.4,322.0,120.0,6.98,17.0,355.0,1.0,221.0,2.19
94.7,5.38,22.7,21.9,4.66,5.83,7.99,248.0,1.0,1.0,1.0
36.5,1.55,31.3,29.2,17.5,14.9,13.7,262.0,1.0,1.0,1.37
44.5,4.7,30.8,91.4,22.7,2.02,5.94,692.0,9.47,1582.0,4.1
46.6,1.01,19.6,14.3,1.78,11.0,16.3,246.0,19.6,973.0,14.9
16.7,4.37,14.9,178.0,40.3,10.2,10.7,368.0,1.0,1.01,1.83
43.7,2.39,38.2,382.0,131.0,15.4,20.7,292.0,1.0,11.8,3.65
46.6,1.38,12.7,21.1,24.8,16.7,25.9,297.0,1.6,3.59,1.83
28.4,2.23,20.5,136.0,38.5,13.2,20.2,382.0,14.5,5.33,1.01
58.3,1.01,16.8,16.7,13.3,13.2,12.5,271.0,3.52,2.44,1.29
35.5,1.01,35.5,200.0,65.5,13.3,9.31,319.0,1.0,7.57,1.0
4.1,6.98,15.1,14.2,7.64,8.82,12.4,308.0,1.0,10.9,1.39
40.3,1.25,16.5,37.5,17.3,10.1,17.5,175.0,1.0,1.38,3.22
50.5,2.37,10.6,269.0,33.4,12.5,8.98,281.0,1.0,4.22,1.21
38.5,1.01,17.5,167.0,28.9,60.4,62.1,965.0,1.81,1.0,1.7
2.53,1.0,20.0,98.2,22.7,23.3,31.3,311.0,1.36,1.19,1.32
10.9,4.96,14.3,16.1,20.7,11.3,17.6,284.0,2.92,1.0,2.92
61.5,1.78,132.0,241.0,136.0,15.1,18.6,276.0,1.49,2247.0,2.15
38.5,2.07,19.6,80.6,23.1,15.3,21.7,292.0,1.0,500.0,4.49
50.9,2.15,29.2,21.7,38.9,18.6,25.9,407.0,1.45,111.0,11.9
113.0,1.01,20.7,23.9,16.3,9.31,15.1,289.0,1.0,61.0,1.0
50.0,1.01,10.9,8.82,18.9,29.7,32.5,292.0,1.0,13.3,1.38
36.2,1.01,20.0,28.6,8.9,5.09,15.3,449.0,1.05,5.62,4.49
44.1,3.52,15.7,115.0,35.9,5.0,12.6,704.0,7.84,12.7,2.76
5.38,4.1,49.6,414.0,73.0,12.5,17.3,284.0,2.81,1.01,1.33
47.8,1.01,15.5,123.0,36.8,11.5,17.0,319.0,1.0,1.01,1.11
49.6,1.89,30.0,24.8,5.14,14.1,16.0,241.0,1.0,1.0,2.5
168.0,1.0,23.7,27.1,17.5,2.94,15.4,604.0,1.0,48.3,1.0
30.5,1.76,33.7,35.2,33.7,12.0,67.3,2350.0,1.0,1.0,2.25
38.2,1.11,11.0,227.0,37.9,4.26,36.5,77.0,1.0,1.0,1.63
4.83,1.35,29.2,10.4,4.49,4.33,9.39,331.0,1.0,100.0,1.08
26.9,1.36,20.2,105.0,36.2,2.19,8.28,851.0,1.0,1.53,1.01
64.4,1.01,6.49,168.0,37.5,14.1,20.5,244.0,1.0,13.0,1.1
27.1,3.25,14.6,13.0,10.7,29.2,32.8,396.0,10.3,1.72,1.05
23.1,1.72,21.9,136.0,53.8,9.47,13.5,359.0,1.0,102.0,1.15
30.0,4.96,22.9,22.9,11.2,5.14,24.8,533.0,1.0,4.37,1.07
38.2,1.01,28.4,15.7,17.0,3.72,34.9,59.9,1.0,1.0,1.3
42.9,1.0,38.9,18.6,30.2,8.13,11.7,286.0,1.0,1.01,1.0
105.0,1.01,17.9,217.0,57.3,33.7,42.9,632.0,1.0,138.0,1.79
35.5,1.81,14.1,184.0,24.1,17.3,31.1,396.0,1.0,1.0,1.01
5.42,1.0,23.9,14.1,16.4,15.8,16.4,294.0,1.0,1.0,1.0
53.8,14.3,4.26,5.0,4.26,20.4,22.7,337.0,1.0,1.0,1.0
26.9,1.01,22.1,6.32,18.4,2.67,9.91,184.0,1.0,1.0,1.21
13.2,1.31,23.7,78.4,33.7,25.5,33.1,241.0,2.15,523.0,2.59
63.2,4.0,19.3,22.5,6.1,17.6,28.9,931.0,1.0,136.0,1.93
35.2,1.84,14.1,3.46,14.6,2.46,6.79,478.0,1.26,1.13,1.11
3.22,1.46,22.7,22.1,11.4,50.9,71.0,874.0,1.0,1.0,1.01
34.3,1.76,6.67,18.8,14.3,27.9,43.7,552.0,1.0,8.06,1.01
35.2,2.55,26.7,16.0,5.14,6.44,1.2,142.0,6.55,6.21,1.25
24.1,2.35,36.5,46.6,37.5,29.2,37.2,851.0,8.2,276.0,1.25
47.4,1.67,66.7,311.0,100.0,3.92,16.8,505.0,1.0,43.3,1.0
46.1,2.97,20.5,21.9,1.0,11.5,20.4,583.0,1.09,7.99,1.0
35.2,4.57,10.6,188.0,32.8,42.6,53.3,626.0,1.0,1.0,1.79
47.4,3.43,22.9,111.0,30.8,54.2,72.3,1219.0,1.0,4.7,1.54
100.0,1.21,12.4,155.0,43.3,10.4,16.3,269.0,1.0,25.9,1.58
30.0,3.68,16.0,12.9,18.4,19.6,20.7,382.0,1.81,1.72,3.59
49.6,9.39,16.7,217.0,31.3,18.3,26.9,279.0,2.09,1.39,3.05
56.7,2.17,2.5,12.0,22.7,10.9,22.7,890.0,2.92,30.2,2.05
45.3,3.68,7.23,111.0,21.9,7.57,62.6,557.0,1.78,1.0,1.42
38.9,2.31,41.0,410.0,80.6,20.4,25.9,302.0,12.6,302.0,6.1
38.9,2.62,13.8,204.0,41.4,26.7,34.0,692.0,2.04,22.1,4.1
33.7,4.7,49.1,362.0,98.2,11.9,16.3,346.0,1.0,3.34,1.45
1.39,1.6,20.5,18.3,1.65,33.7,35.5,441.0,1.0,1.36,1.6
32.2,3.46,23.1,16.8,10.4,8.13,16.5,346.0,1.0,1.63,1.0
42.9,4.57,25.5,12.9,8.06,31.1,38.9,882.0,1.0,1.0,1.43
10.4,1.01,19.6,55.7,11.5,1.93,7.3,655.0,1.0,1.0,1.0
21.9,2.53,23.9,20.5,1.0,22.3,21.1,279.0,1.02,2.92,1.32
34.3,1.0,12.6,138.0,13.1,34.9,48.7,2148.0,1.0,77.0,1.0
37.9,2.07,72.3,644.0,141.0,36.2,40.0,698.0,1.0,158.0,1.32
32.5,4.29,21.7,161.0,32.2,63.8,89.0,1911.0,1.0,38.2,1.89
108.0,1.0,11.1,127.0,26.4,14.6,20.7,286.0,1.0,45.7,1.15
61.0,1.1,19.8,15.8,5.38,44.1,52.8,947.0,1.0,4.1,1.49
31.1,1.06,63.8,77.7,38.9,40.3,42.9,302.0,1.0,14.9,1.25
58.3,2.19,79.1,514.0,136.0,35.9,47.0,692.0,12.9,1018.0,1.57
44.1,1.0,47.4,84.3,64.4,13.7,23.9,284.0,2.17,37.5,4.07
30.0,3.28,15.7,47.0,40.7,19.8,17.3,274.0,1.0,17.9,1.54
38.9,2.21,14.5,179.0,17.3,33.4,76.4,1094.0,1.0,1.0,1.53
44.1,1.01,13.5,9.56,3.85,13.1,19.3,389.0,1.0,1.05,2.27
44.5,1.05,7.17,23.5,4.66,13.8,16.4,319.0,1.0,6.79,1.58
124.0,1.0,55.7,244.0,75.7,21.5,25.5,375.0,2.57,4.78,10.9
36.5,1.01,20.9,32.5,16.0,77.0,103.0,2371.0,1.0,9.06,1.55
111.0,1.01,91.4,259.0,97.3,31.3,31.1,340.0,1.0,142.0,1.54
34.0,6.55,2.64,10.3,8.2,9.91,16.4,400.0,1.3,4.83,1.18
32.5,3.65,14.5,157.0,20.5,22.5,27.9,365.0,1.0,1.0,1.0
29.2,1.01,11.7,29.4,21.3,5.42,26.2,470.0,1.0,1.18,1.0
15.3,7.91,16.8,130.0,20.0,10.7,16.0,271.0,1.0,250.0,4.14
14.5,2.69,18.4,137.0,48.7,12.0,13.3,334.0,1.0,85.1,10.6
82.0,1.35,14.9,137.0,35.5,14.9,17.8,334.0,1.0,3.59,1.0
